														
Analyse du cycle de vie des produits	id: + 2076													
Why do electron microscopes operate in a vacuum?	To fix the sample in the microscope.	To illuminate the sample.	To avoid scattering of the electrons.	To allow the highest possible temperature to be used.		ANSWERS	To avoid scattering of the electrons.							
What is a possible resolution of an electron microscope?	200 nm	0.1 nm	50 mm	0.1 mm		ANSWERS	0.1 nm							
Why do samples have to be dehydrated before being mounted in an electron microscope?	To encourage the condensation of water	Because water will show up as large droplets in the image	To reduce the amount of frozen water (ice) in the sample	Because water boils at room temperature in a vacuum		ANSWERS	Because water boils at room temperature in a vacuum							
What kind of image do transmission electron microscopes produce?	They can show a 3D picture of the outside of a pollen grain.	They can show in the inside of a cell in a very thin sample.	They can show individual atoms in the structure of the nucleus.	They can distinguish between artefacts (structures that were introduced by the process rather than real parts of the sample) from real structures.		ANSWERS	They can show in the inside of a cell in a very thin sample.							
What kind of image do scanning electron microscopes produce?	They can show a 3D picture of the outside of a pollen grain.	They can show in the inside of a cell in a very thin sample.	They can show individual atoms in the structure of the nucleus.	They can distinguish between artefacts (structures that were introduced by the process rather than real parts of the sample) from real structures.		ANSWERS	They can show a 3D picture of the outside of a pollen grain.							
														
Chromosomes, Mitosis and the Cell Cycle	id: + 3903													
What are chromosomes made of?	Carbohydrates	DNA	Fatty acids	Glycerol		ANSWERS	DNA							
Which statement about chromosomes is correct?	Chromosomes contain the genetic information of a cell.	Chromosomes contain genes that are made of amino acids.	Chromosomes are made from cholesterol.	Chromosomes display a fluid-mosaic behaviour just like the cell membrane.		ANSWERS	Chromosomes contain the genetic information of a cell.							
What is the collection of all the features that make up an organism’s appearance called?	Genotype	Karyotype	Phenotype	Mutation		ANSWERS	Phenotype							
How many chromosomes are in a normal human body cell?	46	23	14	52		ANSWERS	46							
How many chromosomes are there in a normal human sex cell?	46	23	14	52		ANSWERS	23							
Which statement is correct about chromosomes and cells?	A normal human sex cell is diploid.	A normal human body cell is diploid.	A normal human body cell is haploid.	A normal human sex cell is tetraploid.		ANSWERS	A normal human body cell is diploid.							
Which statement about mitosis is correct?	Mitosis is a stage of the cell cycle where the chromosomes are duplicated.	Mitosis creates four haploid cells.	Mitosis creates two identical cells.	Mitosis is the rest phase of the cell cycle.		ANSWERS	Mitosis creates two identical cells.							
Which process(es) is mitosis important for?	Growth, foetal development and healing injuries	Foetal development and healing injuries	Growth and healing injuries	Growth and foetal development		ANSWERS	Growth, foetal development and healing injuries							
What is the phase of the cell cycle called in which chromosomes are duplicated?	Telophase	Interphase	Anaphase	Metaphase		ANSWERS	Interphase							
What is the point called at which the two sister chromatids are joined together?	Spindle	Nucleus	Centrosome	Centromere		ANSWERS	Centromere							
														
Cell culturing	id: + 3912													
Which statement about growth of bacteria is correct?	Bacteria divide by binary fusion.	Bacteria divide quickly, on average every 20 min.	Bacteria require very low temperatures for division, typically below 0 °C.	Bacteria do not require specific nutrients but can convert more or less anything into products used for growth.		ANSWERS	Bacteria divide quickly, on average every 20 min.							
What kind of growth conditions do bacteria require for optimum growth?	Blood medium	A flow of air at a minimum speed of 20 m/s	Optimum temperature and nutrients	Heating the growth medium with a Bunsen burner		ANSWERS	Optimum temperature and nutrients							
Which one of these is not an example of a situation where bacteria could be grown on a Petri dish to obtain a result?	Testing for antibiotic resistance	Preparing cultures for growth in nutrient broth	Harvesting beneficial proteins expressed by bacterial cells	Testing if a type of bacteria has taken up a gene that was introduced		ANSWERS	Harvesting beneficial proteins expressed by bacterial cells							
Which statement is correct when working with bacterial cells?	You must ensure that you only transfer the bacteria of interest and no other microorganisms.	Leave the lid off the Petri dish for as long as required without hurry.	Set up your materials for transferring bacteria to Petri dishes on a window sill and keep the window open at all times.	Sterilising equipment is only necessary after your work finished.		ANSWERS	You must ensure that you only transfer the bacteria of interest and no other microorganisms.							
Which statement is correct when working with bacterial cells?	Put an unlit Bunsen burner next to your culture medium.	All equipment, work surfaces and media must be sterilised before use.	Carry out a flame test every 5 min when growing bacteria in Petri dishes.	Loosely rest the lid of the Petri dish on the dish after transferring bacteria.		ANSWERS	All equipment, work surfaces and media must be sterilised before use.							
Which statement is correct when working with bacterial cells?	Only leave any vessels open for as short a time as possible to avoid contamination.	Leave the doors open while working to get a good draft in the room.	Space out your equipment as much as possible to get some exercise.	The lid of the Petri dish must be left slightly open so that the bacteria can breathe.		ANSWERS	Only leave any vessels open for as short a time as possible to avoid contamination.							
Which statement is correct when working with bacterial cells?	Petri dishes should be stored sideways to ensure that condensation collects in just one place.	Petri dishes should be stored on the thin edge in a rack.	Petri dishes should be stored with the lid up to ensure even growth of bacteria.	Petri dishes should be stored upside down to avoid condensation dripping onto the agar.		ANSWERS	Petri dishes should be stored upside down to avoid condensation dripping onto the agar.							
Which statement is correct when working with bacterial cells?	When a vessel is opened, the neck must immediately be passed through a Bunsen burner flame to sterilise it.	Any waste can be disposed of as normal in the bin.	Surfaces should be sterilised with water before use.	Soap is a good enough disinfectant to wash out glassware before use.		ANSWERS	When a vessel is opened, the neck must immediately be passed through a Bunsen burner flame to sterilise it.							
Which statement is correct when working with bacterial cells?	Growth medium should be stored with the lid slightly open.	Petri dishes should be cultured at 35 °C in colleges and schools.	All waste must be sterilised before disposal.	It is OK to transfer bacterial cells on clothing.		ANSWERS	All waste must be sterilised before disposal.							
Which statement is correct when working with bacterial cells?	You can usually leave fingerprints on the agar plates without any ill effect for your study.	Petri dishes should be cultured at 25 °C in schools and colleges.	Growing bacteria on Petri dishes below 0 °C only ensures that only harmless bacteria can grow in schools and colleges.	You should work about 1 m away from the Bunsen burner flame.		ANSWERS	Petri dishes should be cultured at 25 °C in schools and colleges.							
														
The Particle Model and Pressure	id: + 3915													
Which statement about gases is correct?	The gas molecules can move past each other but are in direct contact with each other	The gas molecules are free to move around without much interaction with each other.	The gas molecules are in fixed positions and vibrate about their position.	The gas molecules are in fixed positions and slowly move past each other.		ANSWERS	The gas molecules are free to move around without much interaction with each other.							
A gas can exert a pressure on the walls of the container ….	… because the gas molecules collide with the walls of the container.	… because the walls of the container become leaky due to the constant force exerted  on them.	… because the gas molecules vibrate about fixed positions.	… because of the air filling up the gaps between the gas molecules.		ANSWERS	… because the gas molecules collide with the walls of the container.							
What happens when the temperature of a gas contained in a balloon is increased?	The balloon will shrink.	A vacuum will be created inside the balloon.	The balloon will keep exactly the same shape as before.	The balloon will expand.		ANSWERS	The balloon will expand.							
A gas cooled in a balloon. Which statement is correct?	The gas molecules will move closer together and have more kinetic energy.	The gas molecules will move closer together and have less kinetic energy.	The gas molecules will move further apart and have less kinetic energy.	The gas molecules will move further apart and have higher kinetic energy.		ANSWERS	The gas molecules will move closer together and have less kinetic energy.							
A gas is compressed in a closed container. Which statement is correct?	The force the gas is exerting on the container decreases.	The pressure of the gas decreases.	The pressure of the gas increases.	The gas molecules escape from the container.		ANSWERS	The pressure of the gas increases.							
Which statement describes the relationship between pressure and volume of a certain amount of gas maintained at constant temperature, according to Boyle’s Law?	When the volume decreases, the pressure increases.	When the volume decreases, the pressure decreases.	When the volume increases, the pressure increases.	When the volume increases, the pressure is unaffected.		ANSWERS	When the volume decreases, the pressure increases.							
What is the SI unit of pressure?	hertz	pascals	newtons	joules		ANSWERS	pascals							
A gas has a volume of 5 m3 at a pressure of 10 Pa and constant temperature. By which factor does the volume change if the pressure is halved at the same temperature?	The volume does not change.	You would need more information (e.g. the temperature) to work this problem out.	The volume halves.	The volume doubles.		ANSWERS	The volume doubles.							
How can the internal energy of a gas be increased?	By decreasing the temperature.	By changing the angle at which the container is resting on a surface.	By doing work on it by heating or compressing it	By removing the lid of the container of the gas.		ANSWERS	By doing work on it by heating or compressing it							
Which effect would you be able to detect directly after increasing the pressure inside a tyre using a pump?	The tyre will feel warm.	The tyre will feel cooler.	The pump will feel cooler.	The tyre will be less inflated than before.		ANSWERS	The tyre will feel warm.							
														
Eden Rock by Charles Causley	id: + 3917													
How does Charles Causley show that the scene is unhurried and relaxed?	They are sunbathing and they are not looking at him	The father is skimming stones over the water and they leisurely wave him over	The mother slowly brings out all the food for the picnic in the sunlight	The father does not help with the picnic but waves at his son		ANSWERS	The father is skimming stones over the water and they leisurely wave him over							
How does the reader see the supernatural twist coming in the poem?	The whitening bright sky instead of yellow sunlight acts like a supernatural light	The dog was not alive when his father was twenty-five	They want him to drown in the river to be with them	They were both wearing the fashion of a long gone time		ANSWERS	The whitening bright sky instead of yellow sunlight acts like a supernatural light							
What other imagery can be seen in the poem apart from the H.P sauce bottle?	Eden Rock as a picnic place	His father with dark curly hair and a walking stick with his dog	Three plates and tin cups that are painted blue	The stream-path leading to the river with wild flowers		ANSWERS	Three plates and tin cups that are painted blue							
What is the tone of the poem?	It is rather sad that he is missing his much loved parents	It is remembering much loved parents and then contemplation of the afterlife	It is filled with guilt and sadness	It is fearful of the unknown and what will happen when he dies		ANSWERS	It is remembering much loved parents and then contemplation of the afterlife							
What do the colours white and blue symbolise in the poem?	White for virginal mother and sadness at their death	Starchy religious overtones and sadness of death	White clouds and blue skies of heaven	White for purity or death and blue for calmness and love.		ANSWERS	White for purity or death and blue for calmness and love.							
What contributed to his father’s death when Causley was a child?	Poverty and bad conditions	He died from a coal mining related condition from breathing in dust	He died from wounds that never fully healed from the First World War	He drank too much alcohol		ANSWERS	He died from wounds that never fully healed from the First World War							
Where was Charles Causley born and raised?	Cornwall	Devon	London	Kent		ANSWERS	Cornwall							
What could the river symbolise in the poem?	Danger and loss of life if he crossed to be with his parents	A stream of consciousness	The purgatory between heaven and earth – not to be taken lightly	A journey to take between dimensions, separating the dead from the living		ANSWERS	A journey to take between dimensions, separating the dead from the living							
What is nostalgia and how is it shown in the poem?	It is looking back in time and only remembering the good things and not the bad – he can see the well-behaved terrier which was naughty in life	A wistful desire to think upon a time in the past – his parents were young and healthy	Being over sentimental and looking through ‘rose tinted’ spectacles – his dad never spun stones over the water	Feeling pain and trying to forget the past but it haunts you – his parents faces haunt him		ANSWERS	A wistful desire to think upon a time in the past – his parents were young and healthy							
How do we know that Causley is not a child in the middle to end of the poem?	If he was a small child, he would never be parted by a river from his parents, they would have kept him safe and close	He sees them across the river at the same height eye to eye – indicating he is the same size as them	He would have been joining in the with the stone spinning	His parents do not call him ‘darling’ or ‘sweetheart’ when they want him to join them		ANSWERS	If he was a small child, he would never be parted by a river from his parents, they would have kept him safe and close							
														
Coronary Heart Disease and Lifestyle Effects	id: + 3918													
What is coronary heart disease?	A communicable disease that affects the left side of the heart and the lungs.	An infectious disease where the muscles that help you breathe don’t receive enough oxygen.	A disease that affects how well the brain works.	A non-communicable disease where the coronary arteries get blocked up so that the heart muscle doesn’t get enough oxygen.		ANSWERS	A non-communicable disease where the coronary arteries get blocked up so that the heart muscle doesn’t get enough oxygen.							
Where are the coronary arteries located?	On the heart	On the lungs	On the aorta	On the liver		ANSWERS	On the heart							
Which factors play a big role in developing coronary heart disease?	Environmental factors such as temperature and humidity	Lifestyle factors such as unbalanced diet, lack of exercise; smoking, alcohol	Infectious diseases such as influenza and otitis media	Lifestyle factors such as balanced diet, regular exercise; smoking, alcohol		ANSWERS	Lifestyle factors such as unbalanced diet, lack of exercise; smoking, alcohol							
Which type of substance can get deposited in the coronary arteries and cause blockages ?	Hormones	Amino acids and antibodies	Fatty deposits	Ethanol particles		ANSWERS	Fatty deposits							
How is malnutrition defined?	Malnutrition is defined as a vegetarian diet.	Malnutrition is when the diet does not contain enough water.	Malnutrition is when the diet does not contain all the required nutrients in the required amounts, e.g. too much fat and not enough fibre and vitamins.	Malnutrition is defined as a diet containing too many vitamins that, in high concentrations, are toxic.		ANSWERS	Malnutrition is when the diet does not contain all the required nutrients in the required amounts, e.g. too much fat and not enough fibre and vitamins.							
Which one of these is not a treatment for coronary heart disease?	Statins	Lifestyle changes	Antibiotics	Stents		ANSWERS	Antibiotics							
Which of these is not an example of a disease that is caused by diet?	Diabetes	Obesity	Coronary heart disease	Malaria		ANSWERS	Malaria							
Which problem(s) can smoking cause? I. Lung disease II. Lung cancer III. Low birth weight if the mother is a smoker	I, II	III only	I, III	I, II, III		ANSWERS	I, II, III							
Which problems can chronic alcohol consumption cause ? I. Brain damage II. Liver damage III. Coronary heart disease	II only	I, II	II, III	I, II, III		ANSWERS	I, II, III							
Which statement about non-communicable diseases is incorrect?	Lifestyle factors such as diet, smoking and alcohol have a big effect on non-communicable diseases such as cancer, lung disease, diabetes and coronary heart disease.	Environmental factors such as air pollution usually only affects respiratory diseases such as tuberculosis or bronchitis, whereas asthma tends to be caused more by genetic factors.	Some non-communicable diseases are treated by lifestyle changes, e.g. type 2 diabetes and malnutrition by changing the diet.	Some non-communicable diseases are treated by lifestyle changes, e.g. type 2 diabetes and malnutrition by changing the diet.		ANSWERS	Environmental factors such as air pollution usually only affects respiratory diseases such as tuberculosis or bronchitis, whereas asthma tends to be caused more by genetic factors.							
														
Health Issues and Cancer	id: + 3919													
What is the WHO’s definition of health?	Health is the presence of a good immune system	Health is the absence of disease	Health is a state of physical and mental wellbeing	Health is having good overall fitness		ANSWERS	Health is a state of physical and mental wellbeing							
Which one of these is not an environmental factor affecting health?	The genes	Life situation	Diet	Stress		ANSWERS	The genes							
What effect can a suppressed immune system due to an organ transplant have?	The patient will usually get a more varied diet.	The patient may get more infections.	The patient’s other organs will usually fail.	The patient has a high chance of developing cancer.		ANSWERS	The patient may get more infections.							
How can severe physical illness affect overall health?	It usually leads to a more varied diet.	It usually leads to a state of euphoria.	It will always mean an increased risk of developing various forms of cancers.	It can lead to mental health problems such as depression.		ANSWERS	It can lead to mental health problems such as depression.							
Which one of these is an example of one disease triggering another disease?	Smoking causing a cough	Person with AIDS catching tuberculosis	Asthma causing shortness of breath	Measles leading to developing red spots all over the body		ANSWERS	Person with AIDS catching tuberculosis							
What do benign and malignant tumours have in common?	The tumours are encapsulated.	The tumours grow into the surrounding tissue.	They result from uncontrollable cell division.	They spread throughout the body.		ANSWERS	They result from uncontrollable cell division.							
What are cancers?	Malignant tumours	Benign tumours	Controlled cell divisions	Encapsulated tumours		ANSWERS	Malignant tumours							
Which statement about cancer is correct?	Cancers tend to grow in well defined capsules that are easily removed by surgery.	Cancers tend to grow into the surrounding tissue and spread cells throughout the body, forming secondary tumours.	Cancers usually attack the muscles first.	Cancer is usually treated with an antibiotic.		ANSWERS	Cancers tend to grow into the surrounding tissue and spread cells throughout the body, forming secondary tumours.							
Which statement about cancer is correct?	Cancers are always caused by genetic factors.	Cancers such as diabetes are caused by autoimmune diseases.	Cancers are the result of controlled cell divisions.	Cancers can be caused by lifestyle factors such as smoking, exposure to UV radiation or alcohol.		ANSWERS	Cancers can be caused by lifestyle factors such as smoking, exposure to UV radiation or alcohol.							
Which types of cancer is smoking associated with? I. Lung cancer II. Cervical cancer III. Colon cancer	I only	I and II	I and III	I, II and III		ANSWERS	I, II and III							
														
Micronutrients - Minerals	id: + 3920													
Severe deficiency of which mineral results in goitre?	phosphorous	iodine	iron	sodium		ANSWERS	iodine							
Which mineral is involved in regulating blood pressure in the body?	calcium	sodium	phosphorous	fluoride		ANSWERS	sodium							
The absorption of which mineral is facilitated (helped) by vitamin D?	iodine	phosphorous	iron	calcium		ANSWERS	calcium							
Which mineral further strengthens tooth enamel and bone, mainly protecting against tooth decay/cavities?	calcium	sodium	phosphorous	fluoride		ANSWERS	fluoride							
Which mineral is added to tap water in the UK?	phosphorous	fluoride	calcium	sodium		ANSWERS	fluoride							
Which mineral is required to make haemoglobin/healthy red blood cells?	iodine	phosphorous	iron	sodium		ANSWERS	iron							
What is the name of the mineral which forms hydroxyapatite (the main structure of bone) along with calcium?	Omega 3	sodium	phosphorous	fluoride		ANSWERS	phosphorous							
Deficiency of which mineral can cause anaemia?	iron	sodium	phosphorous	fluoride		ANSWERS	iron							
Which mineral do most people eat too much of?	calcium	sodium	phosphorous	fluoride		ANSWERS	sodium							
The UK recommendation for maximum salt intake is what amount?	2g/day	4g/day	6g/day	8g/day		ANSWERS	8g/day							
How is water lost from the body?	Eating too much fat	urine and sweat	nails and hair	it isn’t lost		ANSWERS	urine and sweat							
														
Walking Away by Cecil Day Lewis	id: + 3924													
What clues tell us this poem is about a boy?	Boys are more independent at the age of eighteen: ‘a half fledged thing set free’	Mother nature is discussed and the ‘winged seed’ is seen as male	The child is playing football (which girls can play too) but is seen with ‘a scatter of boys’ indicating that they are all boys	There is nothing feminine in any of the lines given		ANSWERS	The child is playing football (which girls can play too) but is seen with ‘a scatter of boys’ indicating that they are all boys							
Which lines show the enjambment that show the emotion the poet is feeling upon seeing his son growing up?	Lines 4 -6	Lines 18 -20	Lines 13-15	Lines 1-3		ANSWERS	Lines 4 -6							
Which line show alliteration used to effect of soft feathers and air?	Line 2	Line 1	Line 6	Line 8		ANSWERS	Line 8							
Which powerful verb shows painful doubt in the way the poet is feeling?	Gnaw	Wrenched	Walking	Scatter		ANSWERS	Gnaw							
What kind of imagery is used in the poem?	Images from sport	Images from parenting	Images from nature	Images from space		ANSWERS	Images from nature							
Who was the poem written about?	Daniel Day Lewis	Sean Day Lewis	Tamasin Day Lewis	Cecil Day Lewis		ANSWERS	Sean Day Lewis							
Which quote shows the mood change from talking indirectly to his son into talking to himself?	‘Like a winged seed loosened from its parent stem’	‘Has something I never quite grasp to convey’	‘Who finds no path where the path should be’	‘Behind a scatter of boys. I can see’		ANSWERS	‘Has something I never quite grasp to convey’							
What repetition brings home the feeling of a child has to grow up and be let go?	‘you play’/‘your first game’/’you walking’	‘I can’/‘I never’/’l have’/	‘drifting away’/‘eddying away’ /‘walking away’	‘no path’/’the path’		ANSWERS	‘drifting away’/‘eddying away’ /‘walking away’							
What was Cecil Day Lewis’s other pen name and what did he write under this name?	Nicholas Blake and he wrote detective novels	William Blake and he wrote murder mysteries	Nicholas Lewis and he wrote detective novels	William Day and he wrote murder mysteries		ANSWERS	Nicholas Blake and he wrote detective novels							
What nationality was Cecil Day Lewis?	Scots-Irish	Anglo-Scottish	Anglos-Welsh	Anglo-Irish		ANSWERS	Anglo-Irish							
														
The Farmer’s Bride by Charlotte Mew	id: + 3928													
What kind of language does the farmer use?	Archaic language	Received pronunciation	Cockney dialect	Colloquial language		ANSWERS	Colloquial language							
What might have been Charlotte Mew’s reason for making the bride the way she was?	She had experience of being married to someone against her wishes	She had experience of mental illness at first hand	She had experience of unrequited love	She had experience of wanting to be with nature and not people		ANSWERS	She had experience of mental illness at first hand							
Why is the farmer so frustrated?	She is not a very good cleaner or cook	She is not very pretty and walks about in a masculine way	She will not return his desire and sleeps in the attic	She is afraid of the livestock and can’t help him around the farm		ANSWERS	She will not return his desire and sleeps in the attic							
Why does the farmer compare his new bride to wild violets?	She smells sweet and fresh	She likes to wear purple dresses	She is like a weed that grows anywhere	She is delicate and lovely		ANSWERS	She is delicate and lovely							
Why did the young girl agree to the marriage?	She was chosen and had little choice in the match	She was poor and needed security	She was not very bright and tricked into it	She was pregnant and had to marry quickly		ANSWERS	She was chosen and had little choice in the match							
Why did the farmer compare her to a fay and what is it?	She was shy as a deer – a delicate fawn	She seems not of this world - a fairy creature	She was ugly – a troll creature	She was fierce – a dragon creature		ANSWERS	She seems not of this world - a fairy creature							
How long had they been married in the poem?	Six months	Two years	One month	Three years		ANSWERS	Three years							
What trauma made her afraid of her husband and all men?	She was beaten by him when he was moody, which happened when he was with his friends	She was unable to speak and so could never get her feelings out or say no to him	She was chased by her husband and friends when she ran away and then locked up	She was attacked by one of her husband’s friends when she was innocent and unaware		ANSWERS	She was chased by her husband and friends when she ran away and then locked up							
How is the passing of time marked in the poem?	The farmer marks them onto a calendar – noting the weeks passing into months	The farmer notes the days shorten and red berries for winter – the passing seasons	The birth and growing up of livestock on the farm	The wife turning from a girl into a woman		ANSWERS	The farmer notes the days shorten and red berries for winter – the passing seasons							
How was Charlotte Mew an unusual woman?	She did not marry but had many lovers	She married for love and her writing supported them both	She wrote controversial short stories and poetry that shocked people	She dressed like a man and wrote the poem from a male perspective		ANSWERS	She dressed like a man and wrote the poem from a male perspective							
														
Neutral Tones by Thomas Hardy	id: + 3930													
How did Hardy show that this was not a happy meeting between two people?	She was not holding his hand or smiling lovingly at him	There were no leaves on the tree and it was winter	There was no colour, she was looking at him with boredom and even the leaves were dead	There were no fish in the pond and it was polluted		ANSWERS	There was no colour, she was looking at him with boredom and even the leaves were dead							
How is God portrayed in the poem?	God is not friendly and curses the sun	God gives them love and then takes it away	God is not there and they are in a human centred world	God is punishing them for living in sin		ANSWERS	God is not friendly and curses the sun							
Why a poem from 1867 still relevant today?	It contains language that can be learnt in history	It contains the theme of the loss of love and heartbreak	It contains the scene of a pond with an ash tree	It uses words that are spelt in American English		ANSWERS	It contains the theme of the loss of love and heartbreak							
Give an example of an oxymoron used in the poem	Starving sod	Eyes that rove	Grin of bitterness	That love deceives		ANSWERS	Grin of bitterness							
What does ‘ominous bird a’wing’ mean?	A bird means a bad omen coming for them both	The bird may bring hope that they can work out their problems	The flying bird means she is going to run away from him	Something can happen or already has to ruin their relationship		ANSWERS	Something can happen or already has to ruin their relationship							
Why did Hardy use plenty of commas in the last stanza?	He is listing what he remembers as it is etched onto his memory	He is halting when he talks as he is sobbing or crying	He is creating a scene in his imagination and he’s thinking	He is trying to remember and struggling the exact scene setting		ANSWERS	He is listing what he remembers as it is etched onto his memory							
Why did Hardy use assonance in the poem?	The words sound long and drawn out like slow speech	The words rhyme with ‘keen’ which is painful and sad	The words create a useful poetic device to rhyme	The words look good with plenty of ‘e’ words in them		ANSWERS	The words rhyme with ‘keen’ which is painful and sad							
What imagery shows the depression and sadness of the man in the poem?	The woman had angry eyes that glared at him	The woman was wearing grey clothing that was depressing	The man focused on the gray leaves on the floor and her horrible grin	The birds were flying the sky above them		ANSWERS	The man focused on the gray leaves on the floor and her horrible grin							
What is the rhyming pattern of the poem?	ABBA	BABA	ABAB	BAAB		ANSWERS	ABBA							
What other works did Thomas Hardy write?	Anne of Green Gables	Mrs Dalloway	Rebecca	Tess of the d’Urbervilles		ANSWERS	Tess of the d’Urbervilles							
														
Letters from Yorkshire by Maura Dooley	id: + 3931													
What effect does enjambment have on the stanzas?	It makes the poem disjointed	To create a fast pace in the rolling sentences	To link ideas from one stanza to another	It just looks good in free verse		ANSWERS	To link ideas from one stanza to another							
What kind of imagery is used in the poem?	Nature and technology	Nature and office equipment	Potatoes and technology	An old man and a young woman		ANSWERS	Nature and technology							
What is the effect of the lapwing in the poem?	It indicates the man likes to birdwatch	It indicates the distance of miles between them as it has migrated	It indicates the struggle nature has in winter	It indicates that Spring is on its way		ANSWERS	It indicates that Spring is on its way							
What kind of tone does the female in the poem convey to the reader?	She is humouring him as he thinks what he does is important	She is jealous of his freedom to spend his days outside in nature	She shows admiration and respect for his hard work outside	She shows she is keeping him at a distance even though he writes to her		ANSWERS	She shows admiration and respect for his hard work outside							
What kind of language does the poem use?	Archaic language	Everyday language	Shakespearean language	Colloquial language		ANSWERS	Everyday language							
What kind of environment does the female in the poem inhabit?	One with modern technology, working with computers and being indoors	One with gardens and seeds and works with her hands	One with a city office full of equipment and people surrounding her	One of sitting in an internet café typing and watching the world go by		ANSWERS	One with modern technology, working with computers and being indoors							
What themes appears in Maura Dooley’s poems?	Writing about conflict between human beings	Writing about the passing of time and being nostalgic	Writing about human experiences such as time and memory	Writing about mental illness and depression		ANSWERS	Writing about human experiences such as time and memory							
Which verbs in the poem show activity and hard labour?	Reddened and write	Return and sow	Feeding and watching	Digging and planting		ANSWERS	Digging and planting							
What is their relationship in the poem?	They have a close friendship, with a potential of romance at some time	They are married but living apart due to work commitments	They are divorced but still really good friends	They are internet friends who have never met		ANSWERS	They have a close friendship, with a potential of romance at some time							
When does the poem start to combine their experiences in communication and friendship?	In the third stanza when she is feeding words onto a screen	In the first stanza when he writes about the lapwings	In the last stanza when she includes both of them tapping messages	In the fourth stanza when she notes it is him who sends her word of his world		ANSWERS	In the last stanza when she includes both of them tapping messages							
														
The Perfect Tense in Spanish	id: + 3934													
He ….... todos mis deberes.	puesto	visto	hecho	frito		ANSWERS	hecho							
¿No has ….... la nueva película ?	escrito	visto	hecho	satisfecho		ANSWERS	visto							
¡Hemos ….... !	llegado	trabajado	hecho	muerto		ANSWERS	llegado							
Ana ha ….... tres barras de chocolate hoy.	jugado	vivido	comido	frito		ANSWERS	comido							
Juan y Lola han ….... en muchos países diferentes.	pensado	vivido	nadado	salido		ANSWERS	vivido							
El conejo de David ….... muerto.	he	has	ha	han		ANSWERS	ha							
Mis vecinos ….... cortado el césped.	he	has	ha	han		ANSWERS	han							
(yo) ….... pagado la cuenta.	he	has	ha	han		ANSWERS	he							
¿ Lo ….... escrito?	he	has	ha	han		ANSWERS	has							
No me …..... despertado.	he	has	ha	han		ANSWERS	he							
														
Verbs	id: + 3935													
No me gusta ….... al baloncesto.	hablar	jugar	hacer	ir		ANSWERS	jugar							
Prefiero …... la televisión.	ver	jugar	salir	pasar		ANSWERS	ver							
El fin de semana suelo ….... con mis amigos.	estar	decir	hacer	salir		ANSWERS	salir							
Acabo de …... una ducha.	ir	tomar	hacer	pasar		ANSWERS	tomar							
Tenemos que ….... el gato.	buscar	ver	salir	hablar		ANSWERS	buscar							
Quiero …... español.	hablar	jugar	hacer	ir		ANSWERS	hablar							
….... es uno de mis pasatiempos preferidos.	estar	pensar	hacer	leer		ANSWERS	leer							
….... el piano es difícil.	jugar	tocar	hacer	salir		ANSWERS	tocar							
….... es un buen ejercicio.	estar	hablar	correr	salir		ANSWERS	correr							
Está prohibido …... en las escaleras.	ir	hablar	correr	andar		ANSWERS	correr							
														
The Present Tense - Regular Verbs	id: + 3936													
Miguel y Pablo ….......(comprar) un coche.	compro	compras	compráis	compran		ANSWERS	compran							
Tú ….... (bailar).	bailo	bailas	bailamos	bailan		ANSWERS	bailas							
Mi casa es demasiado grande para mí. Yo …... mi casa en seguida.	vendemos	vendes	vendo	venden		ANSWERS	vendo							
Ella ….... (vivir) en una casa bastante pequeño.	vivimos	viven	vivo	vive		ANSWERS	vive							
Voy a invitar todos mis amigos a la fiesta. ¿Vosotros ….....(invitar) también sus amigos?	invitamos	invitáis	invita	invito		ANSWERS	invitáis							
Nosotros ............ (necesitar) comprar una bolsa.	necesito	necesitamos	necesitas	necesitáis		ANSWERS	necesitamos							
¡...........!(escuchar) ¿No entiendes la pregunta?	escucha	escuchas	escucháis	escuchamos		ANSWERS	escucha							
Yo no ….. (pagar) para este. Es demasiado caro.	pagamos	pago	pages	pagas		ANSWERS	pago							
¿.........(leer) mucho Ana ?	leo	lees	leen	leemos		ANSWERS	lees							
Pablo …...... (tocar) la guitarra.	tocamos	toca	toco	tocan		ANSWERS	toca							
														
Norman England c1066-c.1100-The Norman Battle for Control	id: + 3942													
On what date was Harold Godwinson crowned as King?	6th January	6th February	6th March	6th April		ANSWERS	6th January							
Which member of Harold’s family joined Hardrada’s forces?	His father	His brother	His son	His uncle		ANSWERS	His brother							
In what battle did Hardrada take York?	Stamford Bridge	Hastings	Fulford	Whitley Bay		ANSWERS	Fulford							
What tactic was used by the Norwegian army at Stamford Bridge?	Defensive Circle	Attack Columns	All out assault	Shield wall		ANSWERS	Shield wall							
On what date did the Battle of Stamford Bridge end?	10th September	15th September	20th September	25th September		ANSWERS	25th September							
Where did the English forces position themselves	At the bottom of a hill	Half way up a hill	On top of a hill	On level ground		ANSWERS	On top of a hill							
How did the Normans break the English shield wall?	Their archers killed many in the wall	They pretended to retreat	They hacked many in the wall to death	They never technically broke the wall		ANSWERS	They pretended to retreat							
What did Harold’s mother offer in exchange for his body?	His weight in gold	All the land owned by the Godwinson family	The family would become servants to William	She would speak highly of William to the Pope		ANSWERS	His weight in gold							
According to Orderic Vitalis how many men were killed at Hastings?	1 in 4	2 in 4	3 in 4	4 in 4		ANSWERS	1 in 4							
